,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7959,39766295,https://www.airbnb.com/rooms/39766295,20240925020907,2024-09-25,city scrape,Lovely flat close to Airport Link Station,"A peaceful place where you can come straight from Suvarnabhumi Airport and easy access to the city centre<br /><br />EASY ACCESS - 7 mins walk to the sky train (Airport Link Ramkhamhaeng station) which you can connect to anywhere in Bangkok by BTS and MRT - 20-30 mins drive to Suvarnabhumi airport - Easy to get Bus, Taxi, Bike Taxi <br /><br />CONVENIENT - 7/11 store and a café at the building, some local street food nearby - Free laundry service! (Wash-Dry-Fold) <br /><br />SAFETY - 24 hour security services and CCTV","The location is not far from Thonglor and Ekkamai, the most popular entertainment streets where you can find lots of cool bars, nice cafés and restaurants.",https://a0.muscache.com/pictures/9134263d-1d51-43bf-847e-ef11b9585889.jpg,36808034,https://www.airbnb.com/users/show/36808034,Lalana,2015-06-26,"Bangkok, Thailand","I was born and raised in Bangkok, so I always want to be a good host for my foreigner friends and guests when they're having a trip in my hometown.

My background is about marketing but I also studied art history and art business in London. Let me know if you're interested in visiting some nice museums or cool galleries in Bangkok. Or we could go to an exhibition opening together if it's the right time :)

I love going to see live musics, mostly jazz. I could name some if you like it too. Sometimes when I'm traveling, I wish I could just chill with my music and relax at my place. So I've got a bluetooth speaker for you guys. Hope you enjoy it!

Movies is my best friend. Doesn't matter if it's a Hollywood blockbuster, an independent production or any kind of niche genre. I like Netflix, so I provide that at my place as well. 

My favorite place at all time, wherever I go or whichever cities I visit, is parks. Unfortunately, there're not many parks in Bangkok. But I'm sure I could recommend some nice parks and you'd love them. 

My favorite thing to do is traveling. Apart from appreciating beautiful places, it broadens my perspective and shapes me how to live my life somehow. Also meeting nice and cool people is  the best. Basically, I find sharing is beautiful. That's why I prefer staying at Airbnb than hotels, and now become a host. 

Hope you have a good time here :) x
",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/c9f5d456-f6f0-4a6a-bfd5-2f78e4a27c2f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c9f5d456-f6f0-4a6a-bfd5-2f78e4a27c2f.jpg?aki_policy=profile_x_medium,Suan Luang,3,3,"['email', 'phone']",t,t,"Khet Suan Luang, Krung Thep Maha Nakhon, Thailand",Suanluang,,13.74488,100.60367,Entire rental unit,Entire home/apt,2,0.0,0 baths,0.0,1.0,"[""Smoke alarm"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""Refrigerator"", ""Patio or balcony"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Smoking allowed"", ""Elevator"", ""Free parking on premises"", ""Dishes and silverware"", ""Free street parking"", ""TV with standard cable, Netflix"", ""Shokubutsu body soap"", ""Shower gel"", ""Pantene shampoo"", ""Fire extinguisher"", ""Pantene conditioner"", ""Essentials""]",$790.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,2,7,21,77,2024-09-25,268,92,3,2019-11-25,2024-09-05,4.93,4.93,4.93,4.97,4.97,4.66,4.92,,f,3,3,0,0,4.55
9757,50238258,https://www.airbnb.com/rooms/50238258,20240925020907,2024-09-25,city scrape,Porntip-RAMA 8-Homestay-Room 1,"Home is in the local communities in central of Bangkok, which you could get experience in daily life.<br /><br />It is near the popular attractive travel places; Grand Palace, Wat Pho, Wat Arun, Siriraj Hospital etc,<br /><br />and it is not far from shopping center Siam Paragon, Central World, The Icon Siam and Central Pinklo","Home in central of Bangkok in area RAMA 8 bridge and the park, not far from  Grand Palace, Wat Arun and Wat Pho and easy to to shopping center in the city as Siam Paragon, Certral  world and The Icon Siam",https://a0.muscache.com/pictures/miso/Hosting-50238258/original/9cf12cff-ea8b-4646-ae12-69cd8e9694b5.jpeg,101612323,https://www.airbnb.com/users/show/101612323,Porntip,2016-10-28,"Bangkok, Thailand","In the path of more 5 years on Airbnb, I have got a great experience to meet travelers who came from many countries. I feel like everyone is my family, my sons, daughters and friends to have a good feeling each other. It's so wonderful for me to meet everyone who come in and have a new experience in my home!!!

Thank you very much for giving me for 5 stars and to be a super host. 
It makes me so proud and I will continually keep my quality on Airbnb, hope to be my job after retirement.   

Thank you again to Airbnb to give me a chance to meet all my guest. I have learned and shared experience from others. It's better to see something once than to hear about it a thousand time. 

I look forward to seeing you and If you do not know how to travel and where to go, please do not worry about it.  I can provide you travel plan trip in Bangkok and upcountry as well.

Due to COVID-19 circumstances, I have implement additional measures to protect the safety of guests. Please be ensured that I have kept all my home cleaning and sanitization which are priority.

Let's visit Thailand, the Land of Smiles at least once in your life!
Thai food, people, the history and culture, and more variety attractive places are waiting you to explore.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-101612323/original/9e72d952-67cf-4ac5-9eaf-c6be0cd80acd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-101612323/original/9e72d952-67cf-4ac5-9eaf-c6be0cd80acd.jpeg?aki_policy=profile_x_medium,Pinklao,2,4,"['email', 'phone', 'work_email']",t,t,"Khet Bang Phlat, Krung Thep Maha Nakhon, Thailand",Bang Phlat,,13.772,100.49493,Private room in home,Private room,3,0.5,Shared half-bath,1.0,2.0,"[""Dedicated workspace"", ""Hot water"", ""Hangers"", ""Extra pillows and blankets"", ""First aid kit"", ""Room-darkening shades"", ""Toaster"", ""Hot water kettle"", ""Hair dryer"", ""Freezer"", ""Fast wifi \u2013 84 Mbps"", ""Refrigerator"", ""Clothing storage"", ""Microwave"", ""Luggage dropoff allowed"", ""Rice maker"", ""Dining table"", ""Conditioner"", ""Bed linens"", ""Coffee"", ""Kitchen"", ""Free washer \u2013 In building"", ""Building staff"", ""Boat slip"", ""Shampoo"", ""Long term stays allowed"", ""Oven"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Ethernet connection"", ""Free street parking"", ""Cleaning products"", ""Self check-in"", ""Blender"", ""Bread maker"", ""Iron"", ""Bidet"", ""Window AC unit"", ""Lock on bedroom door"", ""Cooking basics"", ""Single level home"", ""Paid parking on premises"", ""Outdoor furniture"", ""Body soap"", ""Gas stove"", ""Essentials"", ""Shared patio or balcony""]",$650.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,10,24,49,308,2024-09-25,14,10,1,2022-09-08,2024-09-13,5.0,5.0,5.0,4.86,5.0,4.86,5.0,,f,2,0,2,0,0.56
10190,54370322,https://www.airbnb.com/rooms/54370322,20240925020907,2024-09-25,city scrape,Quiet 1 Bd w/ Private Bth RM- 5 mins to Siriraj,This place is peaceful and centrally to Old town BKK -located place.<br />The Apt is Super Clean and affordable. <br />welcome you for stay short - logn term.,"Old town has unique thai architecture and culture.<br />Abundant with local food and fresh fruit. Delicious Thai street food and local shop around the area. <br />5 mins to Wat Rakang. <br />Only 10 mins by shutter boat. (850 meters) to Grand Palace, Wat Po and Wat Arun.  20 mins to Koasan road<br />You also can take a  ferry at N10 to BTS station.<br /><br />**Very area quiet neighborhood. <br />and Safe. <br />**There are many doctors and nurse stay in the area.  <br />**There are so many different  type of food in the market<br />**Nice affordable restaurants by the River.",https://a0.muscache.com/pictures/dd21dd45-92aa-450d-97ee-b4e15368738e.jpg,173760794,https://www.airbnb.com/users/show/173760794,Mimi,2018-02-17,"Bangkok, Thailand","Hello, my name is Mimi. 
I am Thai. From Bangkok. I speak Thai and English. I enjoy meeting new  people and learn new things. I love Art  and enjoy good food. 
Live life and be happy.  Looking forward to hosting you. 
",within a few hours,90%,98%,t,https://a0.muscache.com/im/pictures/user/User-173760794/original/d1d31a0c-95fa-4e83-bf4b-9f6e69eaea09.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-173760794/original/d1d31a0c-95fa-4e83-bf4b-9f6e69eaea09.jpeg?aki_policy=profile_x_medium,Bangkok Noi,11,13,"['email', 'phone']",t,t,"Khet Bangkok Noi, Krung Thep Maha Nakhon, Thailand",Bangkok Noi,,13.753981456434856,100.48639566733846,Private room in rental unit,Private room,1,0.5,Private half-bath,1.0,1.0,"[""Fire extinguisher"", ""Lock on bedroom door"", ""Lockbox"", ""Exterior security cameras on property"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Self check-in"", ""Private entrance"", ""Essentials""]",$726.00,1,365,1,1,365,365,1.0,365.0,,t,3,3,3,274,2024-09-25,5,5,0,2024-01-05,2024-04-20,5.0,5.0,4.6,4.8,5.0,4.8,5.0,,f,10,4,6,0,0.57
10913,666239812978918091,https://www.airbnb.com/rooms/666239812978918091,20240925020907,2024-09-25,city scrape,ROOM C : Privet bedroom &Balcony/Share Apartment,"Our house is a share apartment, in thonglor and Ekkamai st,  we have 4 private bedrooms :Room A, Room B, Room C and Room D. Room A and D are the master bedroom and  There is a private toilet and bathroom. Room B is a medium- sized bedroom, sharing toilet and shower room with Room C, while Room C is also a medium-sized room with a private balcony.  We share common areas such as kitchen, dining room, living room and central terrace. me and my brother live in the same apartment at the staff room .",,https://a0.muscache.com/pictures/261648e1-d516-4e1d-83d6-49ada8e6d5f0.jpg,69753655,https://www.airbnb.com/users/show/69753655,Alice,2016-05-01,"Bangkok, Thailand",,within an hour,93%,99%,t,https://a0.muscache.com/im/pictures/user/User/original/2ca17abb-0f04-4730-bc7d-9c8d8e67dd85.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/2ca17abb-0f04-4730-bc7d-9c8d8e67dd85.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Vadhana,,13.740097291084052,100.5885009945472,Private room in condo,Private room,2,0.5,Shared half-bath,1.0,1.0,"[""Dedicated workspace"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Washer"", ""First aid kit"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Free parking on premises""]",$531.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,8,2024-09-25,126,44,1,2022-08-23,2024-08-31,4.87,4.81,4.7,4.85,4.94,4.72,4.89,,f,4,0,4,0,4.94
11073,685833868519170841,https://www.airbnb.com/rooms/685833868519170841,20240925020907,2024-09-25,city scrape,Corner river view one bedroom apartment,"Spectacular view to river and Bangkok skyline from every room including bathroom.<br />Elegant decoration, Comfortable set up with working space separated from night area. Special feature is the bathroom in the corner with total river view from shower and bathtub. Great pool and children pool, gym. Internal car park included.",,https://a0.muscache.com/pictures/miso/Hosting-685833868519170841/original/f87552fb-312a-4ba7-abe0-79e942c3a88e.jpeg,28483676,https://www.airbnb.com/users/show/28483676,Nath,2015-02-28,"Bangkok, Thailand","I live in Bangkok, in the same building where I rent my apartment. 
Together with my family I manage some apartments, all very nice, all with river view and in the same building.

Our guests must have the best to enjoy our beloved town.",within an hour,100%,77%,t,https://a0.muscache.com/im/users/28483676/profile_pic/1425111440/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28483676/profile_pic/1425111440/original.jpg?aki_policy=profile_x_medium,Thonburi,9,10,"['email', 'phone']",t,t,,Khlong San,,13.71859,100.50938,Entire condo,Entire home/apt,2,0.0,0 baths,1.0,1.0,"[""Smoke alarm"", ""Ceiling fan"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""River view"", ""Toaster"", ""Room-darkening shades"", ""Shared gym in building"", ""Hot water kettle"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Microwave"", ""TV"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Dining table"", ""Stove"", ""Wifi"", ""Bed linens"", ""Waterfront"", ""Kitchen"", ""Free residential garage on premises"", ""Safe"", ""Host greets you"", ""Elevator"", ""Long term stays allowed"", ""Laundromat nearby"", ""Dishes and silverware"", ""Books and reading material"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""Cleaning products"", ""Washer \u2013\u00a0In unit"", ""Bathtub"", ""City skyline view"", ""Crib"", ""Iron"", ""Shared pool"", ""Coffee maker: drip coffee maker"", ""Fire extinguisher"", ""Stainless steel oven"", ""Cooking basics"", ""Clothing storage: closet and wardrobe"", ""Central air conditioning"", ""Paid parking on premises"", ""Body soap"", ""Essentials""]","$1,400.00",23,365,5,23,365,365,22.2,365.0,,t,0,18,37,198,2024-09-25,3,2,1,2023-05-09,2024-09-10,5.0,4.67,5.0,5.0,5.0,4.67,5.0,,f,9,9,0,0,0.18
11276,708890145137139548,https://www.airbnb.com/rooms/708890145137139548,20240925020907,2024-09-25,city scrape,420 Friendly Rent V38 & Doobie's Farm,"420 friendly serviced apartment ""<br />2/17  RentV38 Boutique apartment collaborated with Doobie's farm ; Urban Sustainable indoor and outdoor Cannabis farming.<br />2nd Floor is private gym "" V38 fitness"" with swimming pool, sauna, weight room and Boxing Studio.<br />Great for Digital Nomad Crews. Decoated in as lofted style.<br />The apartment provides guests with own balcony,  flat-screen TV, a half equipped kitchenette with a microwave, Kettle and a fridge, and a private bathroom with shower and bathrobes.",Near BTS Ratchayothin Station<br />Central Ladprao Shopping area<br />Chatuchak Market<br />15-30 minutes to Don-Muang Airport<br />45 minutes to Suvanhaphum Airport.,https://a0.muscache.com/pictures/miso/Hosting-708890145137139548/original/3c5e2712-8108-4780-a7f6-b8bb18dd5586.jpeg,90395235,https://www.airbnb.com/users/show/90395235,Kanchana,2016-08-17,"Le Morne, Mauritius","First 420 friendly serviced apartment & doobie's farm in Bangkok, Thailand with full gym, swimming pool facilities. The 32 ensuite bedrooms provide guests with their own balcony (Smoke ), flat screen Tv, Wifi, a half kitchennete with microwave, kettle and fridge with your own bathroom, shower and bathrobes.",within a few hours,90%,99%,t,https://a0.muscache.com/im/pictures/user/User-90395235/original/bc671ea7-bfad-4276-849e-ca2e473392db.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-90395235/original/bc671ea7-bfad-4276-849e-ca2e473392db.jpeg?aki_policy=profile_x_medium,,11,13,"['email', 'phone']",t,t,"Khet Chatuchak, Krung Thep Maha Nakhon, Thailand",Chatu Chak,,13.831859,100.559021,Private room in serviced apartment,Private room,2,0.0,0 shared baths,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Pool"", ""Hangers"", ""First aid kit"", ""Shared gym in building"", ""Hot water kettle"", ""Hair dryer"", ""Refrigerator"", ""Patio or balcony"", ""Microwave"", ""TV"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Coffee"", ""Private entrance"", ""Smoking allowed"", ""Shampoo"", ""Elevator"", ""Exercise equipment"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Cleaning products"", ""Bathtub"", ""Clothing storage: closet"", ""Shared backyard \u2013 Fully fenced"", ""Shower gel"", ""Dryer"", ""Fire extinguisher"", ""Body soap"", ""Shared sauna"", ""Paid washer \u2013 In building"", ""Essentials""]","$2,250.00",1,365,1,1,365,365,1.0,365.0,,t,28,58,88,363,2024-09-25,70,25,0,2022-09-14,2024-08-25,4.84,4.89,4.8,4.97,4.96,4.56,4.8,,t,11,0,11,0,2.83
11375,716909992589772197,https://www.airbnb.com/rooms/716909992589772197,20240925020907,2024-09-25,city scrape,420 Friendly Rent V38 & Doobie's Farm,"420 friendly serviced apartment ""<br />2/17 RentV38 Boutique apartment collaborated with Doobie's farm ; Urban Sustainable indoor and outdoor Cannabis farming.<br />2nd Floor is private gym "" V38 fitness"" with swimming pool, sauna, weight room and Boxing Studio.<br />Great for Digital Nomad Crews. Decoated in as lofted style.<br />The apartment provides guests with own balcony, flat-screen TV, a half equipped kitchenette with a microwave, Kettle and a fridge, and a private bathroom with shower and bathrobes.",RentV38 located near <br />20 Mintutes to Donmueng Airport<br />10 Mins Walk to  BTS Ratchayothin Station<br />10 Mins. Walk to Major Ratchayothin.<br />20 Minutes Bike to Chatuchak Market,https://a0.muscache.com/pictures/miso/Hosting-716909992589772197/original/8209e999-bb69-428a-9195-42bcf7a48627.jpeg,90395235,https://www.airbnb.com/users/show/90395235,Kanchana,2016-08-17,"Le Morne, Mauritius","First 420 friendly serviced apartment & doobie's farm in Bangkok, Thailand with full gym, swimming pool facilities. The 32 ensuite bedrooms provide guests with their own balcony (Smoke ), flat screen Tv, Wifi, a half kitchennete with microwave, kettle and fridge with your own bathroom, shower and bathrobes.",within a few hours,90%,99%,t,https://a0.muscache.com/im/pictures/user/User-90395235/original/bc671ea7-bfad-4276-849e-ca2e473392db.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-90395235/original/bc671ea7-bfad-4276-849e-ca2e473392db.jpeg?aki_policy=profile_x_medium,,11,13,"['email', 'phone']",t,t,"Khet Chatuchak, Krung Thep Maha Nakhon, Thailand",Chatu Chak,,13.83201,100.55829,Private room in serviced apartment,Private room,2,0.0,0 baths,1.0,1.0,"[""Gym"", ""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Pool"", ""Hangers"", ""First aid kit"", ""Hot water kettle"", ""Hair dryer"", ""Refrigerator"", ""Patio or balcony"", ""Clothing storage"", ""Microwave"", ""TV"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Coffee"", ""Smoking allowed"", ""Host greets you"", ""Shampoo"", ""Elevator"", ""Exercise equipment"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Washer"", ""Cleaning products"", ""Backyard"", ""Shower gel"", ""Dryer"", ""Fire extinguisher"", ""Sauna"", ""Body soap"", ""Private entrance"", ""Essentials""]","$2,250.00",1,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,2024-09-25,7,1,0,2022-10-01,2024-02-21,4.71,4.71,4.86,4.86,4.86,3.86,4.57,,t,11,0,11,0,0.29
11531,728804497217034337,https://www.airbnb.com/rooms/728804497217034337,20240925020907,2024-09-25,city scrape,Non House Bangkok (Old unique teak house),"NON House is in the center of the old town. It is close to many important historical sites such as Loha Prasat and Golden Mountain, as well as being a paradise for many famous street food lovers, including Pad Thai Thiphaya Samai, Jay Fai and Yentafo, as well as near entertainment venues such as Khao San Road.  Walking distance across the road less than 5 minutes. At Non house, you can also enjoy the beauty of Bangkok",Giant swing 450m<br />Wat suthat thepwararam 500m<br />Rattanakosin Exhibition Hall 200 m<br />Democracy Monument 250 m,https://a0.muscache.com/pictures/e24b0797-393d-4870-b5aa-b5891316b147.jpg,478532202,https://www.airbnb.com/users/show/478532202,Kitiruk,2022-09-07,"Bangkok, Thailand",,within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/28400e84-4d19-45e1-8932-c8f3f3d40781.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28400e84-4d19-45e1-8932-c8f3f3d40781.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,"Khet Phra Nakhon, Krung Thep Maha Nakhon, Thailand",Phra Nakhon,,13.7549429,100.5016399,Entire home,Entire home/apt,12,0.5,Half-bath,3.0,12.0,"[""Dedicated workspace"", ""Hot water"", ""Hangers"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Patio or balcony"", ""Microwave"", ""Luggage dropoff allowed"", ""Dining table"", ""Air conditioning"", ""Wifi"", ""Coffee"", ""Kitchen"", ""Shampoo"", ""Long term stays allowed"", ""Dishes and silverware"", ""Self check-in"", ""Shower gel"", ""Fire extinguisher"", ""Cooking basics"", ""Keypad""]","$5,052.00",2,1125,2,2,1125,1125,2.0,1125.0,,t,20,46,73,337,2024-09-25,16,13,2,2023-08-10,2024-09-01,4.94,4.88,4.81,4.94,5.0,5.0,4.94,,f,1,1,0,0,1.16
11620,736644113202903101,https://www.airbnb.com/rooms/736644113202903101,20240925020907,2024-09-25,city scrape,Relaxing Room New Furnishing No.2 (33/11),,Sky Train Monarail - 350m.<br />7-Eleven convenience store - 400m.<br />Seacon Square Srinakarin (Shopping mall) - 400m.<br />Paradise Park (Shopping mall) - 450m.<br />Train night market - 500m.<br />Suan Laung Rama IX (Park) - 2 Km.,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzM2NjQ0MTEzMjAyOTAzMTAx/original/a5a772fa-a55b-4ab6-8f30-5b68f083edb3.jpeg,181931374,https://www.airbnb.com/users/show/181931374,Kriangsit,2018-04-02,"Udon Thani, Thailand","Hello. My name is Meng. I am 36 years old. I have telecom bussiness in Bangkok Thailand. I am not a party man. I love to see a different culture in other country. I will respect a rule in every place i stay. My line ID is ""fujikoudon"". You can contact me every time.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a06f1919-8786-4273-b315-f76bf12423b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a06f1919-8786-4273-b315-f76bf12423b8.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,"Khet Prawet, Krung Thep Maha Nakhon, Thailand",Pra Wet,,13.69125,100.64488,Private room in condo,Private room,2,0.0,0 shared baths,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Pool"", ""Hangers"", ""Room-darkening shades"", ""Shared gym in building"", ""Hot water kettle"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Clothing storage"", ""Microwave"", ""Luggage dropoff allowed"", ""Dining table"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Coffee"", ""Kitchen"", ""Host greets you"", ""Shampoo"", ""Elevator"", ""Exercise equipment"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Drying rack for clothing"", ""Ethernet connection"", ""Free street parking"", ""Washer"", ""Cleaning products"", ""Shower gel"", ""Iron"", ""Bidet"", ""Window AC unit"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Cooking basics"", ""Private patio or balcony"", ""TV with standard cable"", ""Body soap"", ""Essentials""]",$800.00,5,365,5,5,1125,1125,5.0,1125.0,,t,16,46,76,351,2024-09-25,18,12,0,2022-12-07,2024-07-29,5.0,5.0,4.94,4.94,5.0,4.61,4.94,,t,5,1,4,0,0.82
11863,753955751741555725,https://www.airbnb.com/rooms/753955751741555725,20240925020907,2024-09-25,city scrape,"The Tree Interchange , 1Bedroom","1 Bed room 1 bathroom with furniture <br />Location: The Tree Hua Mak Interchange<br />Ramkhamhaeng Road, Huamark, Bang Kapi 10240<br />•200 m. The mall Bang Kapi department store, Lotus  Bang Kapi , Marko Bang Kapi<br />•200m The Mall  Bang Kapi pier<br />•3 km Airport Link HuaMark<br />•700 m Ramkhamhaeng Hospital<br />•2 km Indoor Stadium Huamark<br />Type:1bedroom , 1bath, kitchen, 1 car parking Furniture: Air Conditioner , Oven , TV , Refridgerator, electric stove & hood, water heater,bedroom set, office desk,sofa",,https://a0.muscache.com/pictures/aad8eb9d-9592-4058-82c3-597462712c6c.jpg,486054205,https://www.airbnb.com/users/show/486054205,Sirangsan,2022-11-02,,This is Home,within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/User-486054205/original/7ca2e97d-6bb4-495a-af6c-9c282e80cd56.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-486054205/original/7ca2e97d-6bb4-495a-af6c-9c282e80cd56.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bang Kapi,,13.7625824,100.641784,Entire condo,Entire home/apt,2,0.0,0 baths,0.0,1.0,"[""Gym"", ""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Pool"", ""Hangers"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Hot water kettle"", ""Hair dryer"", ""Refrigerator"", ""Microwave"", ""Electric stove"", ""Lockbox"", ""Exterior security cameras on property"", ""50 inch TV"", ""Marina view"", ""Air conditioning"", ""Rice maker"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Movie theater"", ""Boat slip"", ""Shampoo"", ""Elevator"", ""Dishes and silverware"", ""Free parking on premises"", ""Drying rack for clothing"", ""Ethernet connection"", ""Washer"", ""Cleaning products"", ""City skyline view"", ""Self check-in"", ""Shower gel"", ""Iron"", ""Bidet"", ""Fire extinguisher"", ""Heating"", ""Private patio or balcony"", ""Clothing storage: wardrobe"", ""Essentials""]",$699.00,14,300,14,14,300,300,14.0,300.0,,t,0,16,18,277,2024-09-25,18,10,0,2022-12-19,2024-06-05,4.89,4.94,4.94,4.94,4.94,4.56,4.83,,f,1,1,0,0,0.83
13071,821503915805596096,https://www.airbnb.com/rooms/821503915805596096,20240925020907,2024-09-25,city scrape,35Fl LightLuxury Studio  Central Rama9,"Premium location,  Walking distance ( 280 meter 4-5mints) to  MRT Rama9 Station exit 1<br />You can seach by condo name for get more details of location: ""Life Asoke Rama 9"" <br />with  Sky gym, Sky lounge , and 3 of roof pool , cor- working space, meeting room, 2of big  7-11  convenient store at condo.<br /> For monthly tenant only.<br />Fiber internet speed <br />300Mbps/300Mbps",,https://a0.muscache.com/pictures/2c7b1d70-4a5d-4351-9a49-b5ae63940bfa.jpg,21393261,https://www.airbnb.com/users/show/21393261,SiamLife,2014-09-16,"Bangkok, Thailand","I'm a buddhis, I believe in karma. 
So I believe that good things always come to kind peoples!",within an hour,100%,91%,t,https://a0.muscache.com/im/pictures/user/8b13682c-d4d5-4b2a-9a39-e90ca01ee69e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b13682c-d4d5-4b2a-9a39-e90ca01ee69e.jpg?aki_policy=profile_x_medium,Thonburi,29,43,"['email', 'phone']",t,t,,Vadhana,,13.74415865354178,100.5629095607981,Entire rental unit,Entire home/apt,1,0.5,Half-bath,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Hot water kettle"", ""Refrigerator"", ""Microwave"", ""TV"", ""Air conditioning"", ""Stove"", ""Wifi"", ""Kitchen"", ""Shampoo"", ""Exercise equipment"", ""Dishes and silverware"", ""Washer"", ""Shower gel"", ""Shared pool"", ""Cooking basics"", ""Sun loungers""]","$1,500.00",60,360,60,60,360,360,60.0,360.0,,t,0,0,21,142,2024-09-25,1,1,1,2024-09-04,2024-09-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,27,27,0,0,1.0
